Export:,Graph,,,
File:,walk,,,
Units:,N,,,
Graphed Value:,Estimated Load,,,
Frame,Date,Time,Left Insole,Right Insole
536,2026-03-27,09:20:52,395.281708,0
537,2026-03-27,09:20:52,398.700036,0
538,2026-03-27,09:20:52,399.111966,0
539,2026-03-27,09:20:52,403.63597,0
540,2026-03-27,09:20:52,406.284636,0
541,2026-03-27,09:20:52,412.712959,0
542,2026-03-27,09:20:52,409.475313,0
543,2026-03-27,09:20:52,408.893527,0
544,2026-03-27,09:20:52,407.325321,0
545,2026-03-27,09:20:52,407.162694,0
546,2026-03-27,09:20:52,407.180782,0
547,2026-03-27,09:20:52,406.916988,0
548,2026-03-27,09:20:52,409.319914,0
549,2026-03-27,09:20:52,413.912607,0
550,2026-03-27,09:20:52,418.454699,0
551,2026-03-27,09:20:52,419.907315,0
552,2026-03-27,09:20:52,427.036646,0
553,2026-03-27,09:20:52,434.147889,0
554,2026-03-27,09:20:52,435.416225,0
555,2026-03-27,09:20:52,442.538294,0
556,2026-03-27,09:20:52,448.063276,0
557,2026-03-27,09:20:52,450.549315,0
558,2026-03-27,09:20:52,456.291054,0
559,2026-03-27,09:20:52,455.658702,0
560,2026-03-27,09:20:52,453.270233,0
561,2026-03-27,09:20:52,450.527629,0
562,2026-03-27,09:20:52,448.533002,0
563,2026-03-27,09:20:52,438.241908,0
564,2026-03-27,09:20:52,433.970838,0
565,2026-03-27,09:20:52,431.452254,1.998234
566,2026-03-27,09:20:52,430.624796,7.859238
567,2026-03-27,09:20:52,429.735878,25.930063
568,2026-03-27,09:20:52,433.819071,50.39307
569,2026-03-27,09:20:52,437.147058,77.55532
570,2026-03-27,09:20:52,436.666473,110.896552
571,2026-03-27,09:20:52,437.562586,137.993757
572,2026-03-27,09:20:52,435.437877,167.418013
573,2026-03-27,09:20:52,436.149745,201.630091
574,2026-03-27,09:20:52,436.944691,234.927969
575,2026-03-27,09:20:52,434.169575,259.477692
576,2026-03-27,09:20:52,433.511939,272.601714
577,2026-03-27,09:20:52,431.242692,285.162056
578,2026-03-27,09:20:52,429.887646,299.413456
579,2026-03-27,09:20:52,428.030328,313.361355
580,2026-03-27,09:20:52,425.746624,332.819746
581,2026-03-27,09:20:52,422.198248,352.541897
582,2026-03-27,09:20:52,419.184621,366.135661
583,2026-03-27,09:20:52,420.048256,377.008541
584,2026-03-27,09:20:52,417.229768,388.347516
585,2026-03-27,09:20:52,409.666821,394.732468
586,2026-03-27,09:20:52,403.729942,399.682893
587,2026-03-27,09:20:52,394.512045,406.631542
588,2026-03-27,09:20:52,381.666258,411.751789
589,2026-03-27,09:20:52,369.734671,411.451852
590,2026-03-27,09:20:52,354.565439,408.344287
