sample,left_foot,right_foot
1140,0.0,426.95
1141,0.0,431.2
1142,0.0,431.0
1143,0.0,431.52
1144,0.0,431.18
1145,0.0,429.02
1146,0.0,422.69
1147,0.0,420.08
1148,0.0,411.81
1149,0.0,404.23
1150,0.0,397.53
1151,0.0,392.93
1152,0.0,385.02
1153,0.0,376.47
1154,0.0,369.5
1155,0.0,360.19
1156,0.0,351.93
1157,0.0,344.01
1158,0.0,335.45
1159,0.0,331.2
1160,0.0,326.68
1161,0.0,322.86
1162,0.0,319.86
1163,0.0,314.11
1164,0.0,307.89
1165,0.0,304.27
1166,0.0,299.16
1167,3.86,295.97
1168,6.25,291.44
1169,13.59,289.22
1170,26.95,285.82
1171,40.09,284.06
1172,54.31,283.04
1173,66.95,278.96
1174,80.36,277.31
1175,89.51,278.56
1176,100.66,279.42
1177,108.3,279.44
1178,113.18,280.32
1179,117.31,281.01
1180,121.53,281.58
1181,124.41,280.85
1182,125.15,282.43
1183,128.84,283.95
1184,127.51,282.34
1185,127.01,279.64
1186,129.52,277.57
1187,131.2,274.28
1188,132.44,271.83
1189,137.12,269.26
1190,138.59,268.87
1191,141.16,265.32
1192,142.11,262.9
1193,143.45,257.96
1194,145.5,255.21
1195,145.9,253.44
1196,147.58,256.27
1197,147.55,256.06
1198,150.26,260.26
1199,150.59,260.92
1200,152.81,262.25
1201,154.31,261.83
1202,155.24,260.3
1203,157.27,260.45
1204,160.09,257.83
1205,162.22,256.45
1206,163.87,255.76
1207,164.99,255.03
1208,166.11,252.72
1209,168.31,249.63
1210,168.59,248.8
1211,169.17,247.72
1212,172.79,246.1
1213,175.39,243.14
1214,175.95,243.48
1215,175.35,242.26
1216,176.69,244.06
1217,177.58,241.82
1218,174.61,243.99
1219,179.06,240.02
1220,181.79,240.23
1221,183.82,239.64
1222,187.13,235.71
1223,187.14,237.36
1224,190.92,233.78
1225,192.06,232.98
1226,192.57,233.79
1227,192.38,233.89
1228,194.62,232.32
1229,197.23,233.34
1230,199.34,233.61
1231,200.39,232.3
1232,202.16,232.36
1233,201.2,230.86
1234,203.6,232.39
1235,203.95,231.87
1236,203.97,229.25
1237,205.05,231.29
1238,207.06,232.83
1239,207.27,235.0
1240,209.69,235.8
1241,208.96,236.81
1242,209.95,239.08
1243,210.43,239.31
1244,210.28,238.13
1245,210.11,235.16
1246,211.75,235.74
1247,212.01,234.67
1248,212.31,233.27
1249,212.76,235.02
1250,213.3,235.34
1251,215.17,237.66
1252,214.29,240.08
1253,214.51,242.92
1254,218.57,245.44
1255,215.55,248.64
1256,216.17,251.63
1257,214.11,257.52
1258,216.32,263.55
1259,215.62,272.16
1260,215.87,281.05
1261,216.89,292.71
1262,217.02,305.42
1263,216.08,317.78
1264,215.75,330.49
1265,218.74,341.66
1266,219.05,354.2
1267,218.44,365.85
1268,218.4,374.2
1269,217.64,386.4
1270,215.73,400.53
1271,217.06,415.07
1272,213.42,429.71
1273,213.77,444.88
1274,211.51,461.23
1275,207.39,475.36
1276,205.58,485.25
1277,201.67,496.81
1278,197.64,501.83
1279,188.19,503.52
1280,178.65,502.72
1281,166.55,501.44
1282,152.78,496.0
1283,135.81,491.59
1284,121.34,486.44
1285,105.35,479.78
1286,86.73,474.51
1287,68.43,469.11
1288,48.5,459.46
1289,36.29,453.66
1290,22.0,448.55
1291,15.04,442.75
1292,7.14,438.08
1293,5.42,433.86
1294,2.17,432.83
1295,1.63,426.78
1296,1.26,428.23
1297,0.0,427.85
1298,0.0,428.38
1299,0.0,429.01
1300,0.0,429.12
1301,0.0,431.2
1302,0.0,433.69
1303,0.0,437.53
1304,0.0,440.35
1305,0.0,442.92
1306,0.0,444.76
1307,0.0,446.46
1308,0.0,448.2
1309,0.0,448.5
1310,0.0,448.11
